alg,dataset,n_samples,missing_percentage,time,execution,ACC,MCC,F1,precision,recall,ami,ari,completeness,silhouette,vrc,db,dunn,random_acc,random_f1,label_sizes,cluster_sizes,relative_label_sizes,relative_cluster_sizes,n_clustered_samples,percentage_clustered_samples,sub_ACC,sub_MCC,sub_F1,sub_precision,sub_recall,sub_ami,sub_ari,sub_completeness,sub_silhouette,sub_vrc,sub_db,sub_dunn,sub_random_acc,sub_random_f1,sub_label_sizes,sub_relative_label_sizes,comments
NEMO,nutrimouse_genotype,40,40,0.036267992021748796,1,0.55,0.22941573387056174,0.18181818181818182,1.0,0.1,0.0430722435235587,0.00515331100231899,0.1812140772861008,0.19524357368280396,3.197827892537071,1.2837939895602313,0.3466724422961022,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 38, 1: 2}","{1: 0.5, 0: 0.5}","{0: 0.95, 1: 0.05}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,40,0.037508120003622025,2,0.6,0.3333333333333333,0.33333333333333337,1.0,0.2,0.12090523533434401,0.031055900621118012,0.23034661225454323,0.06108108932395566,1.4013129979495238,2.958615100506984,0.22366222311183062,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 36, 1: 4}","{1: 0.5, 0: 0.5}","{0: 0.9, 1: 0.1}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,40,0.03869265300454572,3,0.575,0.2847473987257497,0.2608695652173913,1.0,0.15,0.08371135222283486,0.015494867325198529,0.20658081439824047,-0.04124826257786004,0.6788042910561514,3.391961305021238,0.22586194719641922,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 37, 1: 3}","{1: 0.5, 0: 0.5}","{0: 0.925, 1: 0.075}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,40,0.037162559980060905,4,0.7,0.5,0.7692307692307693,0.625,1.0,0.25785941142033364,0.145985401459854,0.32752956885120293,0.005489114901840372,2.2185617740674903,2.971452587429618,0.10507449774940132,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 32, 1: 8}","{1: 0.5, 0: 0.5}","{0: 0.8, 1: 0.2}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,40,0.03552132801269181,5,0.575,0.2847473987257497,0.7017543859649124,0.5405405405405406,1.0,0.08371135222283486,0.015494867325198529,0.20658081439824047,0.036498589106584066,0.9995436855036717,3.068992952200736,0.13751261826109568,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 37, 1: 3}","{1: 0.5, 0: 0.5}","{0: 0.925, 1: 0.075}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,40,0.03561163699487224,6,0.575,0.2847473987257497,0.2608695652173913,1.0,0.15,0.08371135222283486,0.015494867325198529,0.20658081439824047,0.09077934296656724,1.3776661009786229,2.6268526661682987,0.26701261398221,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 37, 1: 3}","{1: 0.5, 0: 0.5}","{0: 0.925, 1: 0.075}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,40,0.03524950900464319,7,0.575,0.2847473987257497,0.2608695652173913,1.0,0.15,0.08371135222283486,0.015494867325198529,0.20658081439824047,0.04536238310124372,0.5260237120605167,4.300893805822096,0.28951580990621534,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 37, 1: 3}","{1: 0.5, 0: 0.5}","{0: 0.925, 1: 0.075}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,40,0.111109707999276,8,0.6,0.3333333333333333,0.33333333333333337,1.0,0.2,0.12090523533434401,0.031055900621118012,0.23034661225454323,0.05655196929833776,1.42830881352918,2.8625658315811764,0.28271456012491447,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 36, 1: 4}","{1: 0.5, 0: 0.5}","{0: 0.9, 1: 0.1}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,40,0.044391106988769025,9,0.575,0.2847473987257497,0.7017543859649124,0.5405405405405406,1.0,0.08371135222283486,0.015494867325198529,0.20658081439824047,0.12605695857067517,3.0629091824663988,1.7436919972396785,0.06933805096845432,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 37, 1: 3}","{1: 0.5, 0: 0.5}","{0: 0.925, 1: 0.075}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,50,0.03895537299104035,0,0.6,0.3333333333333333,0.33333333333333337,1.0,0.2,0.12090523533434401,0.031055900621118012,0.23034661225454323,0.0736814429804397,1.5401072684350627,2.7693476449328767,0.29180680799775643,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 36, 1: 4}","{1: 0.5, 0: 0.5}","{0: 0.9, 1: 0.1}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,50,0.04133316600928083,1,0.55,0.22941573387056174,0.18181818181818182,1.0,0.1,0.0430722435235587,0.00515331100231899,0.1812140772861008,-0.013047056645406252,0.7449276026983398,2.61324247272863,0.2851345144459332,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 38, 1: 2}","{1: 0.5, 0: 0.5}","{0: 0.95, 1: 0.05}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,50,0.03722462698351592,2,0.575,0.2847473987257497,0.2608695652173913,1.0,0.15,0.08371135222283486,0.015494867325198529,0.20658081439824047,0.04905076522427393,1.702687944859056,2.1239508445191753,0.27022260100472223,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 37, 1: 3}","{1: 0.5, 0: 0.5}","{0: 0.925, 1: 0.075}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,50,0.05280171998310834,3,0.575,0.2847473987257497,0.2608695652173913,1.0,0.15,0.08371135222283486,0.015494867325198529,0.20658081439824047,-0.04854982620861034,0.8453258714027599,2.892911027403091,0.2438965325438303,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 37, 0: 3}","{1: 0.5, 0: 0.5}","{1: 0.925, 0: 0.075}",40,100,,,,,,,,,,,,,,,,,
NEMO,nutrimouse_genotype,40,50,0.04767215601168573,4,0.6,0.3333333333333333,0.33333333333333337,1.0,0.2,0.12090523533434401,0.031055900621118012,0.23034661225454323,0.03057567201843687,1.3658334270401191,2.7840150619384363,0.28220959870221657,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 36, 1: 4}","{1: 0.5, 0: 0.5}","{0: 0.9, 1: 0.1}",40,100,,,,,,,,,,,,,,,,,
