alg,dataset,n_samples,% incomplete samples,time,execution,ACC,MCC,F1,precision,recall,ami,ari,completeness,silhouette,vrc,db,dunn,random_acc,random_f1,label_sizes,cluster_sizes,relative_label_sizes,relative_cluster_sizes,n_clustered_samples,percentage_clustered_samples,only_complete_samples,sub_ACC,sub_MCC,sub_F1,sub_precision,sub_recall,sub_ami,sub_ari,sub_completeness,sub_silhouette,sub_vrc,sub_db,sub_dunn,sub_random_acc,sub_random_f1,sub_label_sizes,sub_relative_label_sizes,comments
Concat,nutrimouse_genotype,40,0,0.0174324790132232,1,0.6,0.2041241452319315,0.5555555555555556,0.625,0.5,0.011914238989199976,0.015772870662460567,0.03121182994521285,0.18974327432111632,12.439817443756514,1.698890558282939,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 24, 0: 16}","{1: 0.5, 0: 0.5}","{1: 0.6, 0: 0.4}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.017637112992815673,2,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.19390130574466438,12.451346342755604,1.678584106247056,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 25, 1: 15}","{1: 0.5, 0: 0.5}","{0: 0.625, 1: 0.375}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.017417580005712807,3,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.19390130574466438,12.451346342755604,1.678584106247056,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 25, 1: 15}","{1: 0.5, 0: 0.5}","{0: 0.625, 1: 0.375}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.09924006200162694,4,0.6,0.2041241452319315,0.5555555555555556,0.625,0.5,0.011914238989199976,0.015772870662460567,0.03121182994521285,0.18974327432111632,12.439817443756514,1.698890558282939,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 24, 0: 16}","{1: 0.5, 0: 0.5}","{1: 0.6, 0: 0.4}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.01805595599580556,5,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.19390130574466438,12.451346342755604,1.678584106247056,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 25, 1: 15}","{1: 0.5, 0: 0.5}","{0: 0.625, 1: 0.375}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.01746422500582412,6,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.19390130574466438,12.451346342755604,1.678584106247056,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 25, 0: 15}","{1: 0.5, 0: 0.5}","{1: 0.625, 0: 0.375}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.017182066978421062,7,0.6,0.2041241452319315,0.5555555555555556,0.625,0.5,0.011914238989199976,0.015772870662460567,0.03121182994521285,0.18974327432111632,12.439817443756514,1.698890558282939,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 24, 1: 16}","{1: 0.5, 0: 0.5}","{0: 0.6, 1: 0.4}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.01720370299881324,8,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.19390130574466438,12.451346342755604,1.678584106247056,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 25, 1: 15}","{1: 0.5, 0: 0.5}","{0: 0.625, 1: 0.375}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.017387414001859725,9,0.6,0.2041241452319315,0.5555555555555556,0.625,0.5,0.011914238989199976,0.015772870662460567,0.03121182994521285,0.18974327432111632,12.439817443756514,1.698890558282939,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 24, 1: 16}","{1: 0.5, 0: 0.5}","{0: 0.6, 1: 0.4}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,10,0.017720214964356273,0,0.25,0.047036043419179864,0.20424836601307192,0.2976190476190476,0.16666666666666666,0.025624541396362093,0.04224980195405334,0.052113923279596255,-0.0962602323881643,6.502524806607729,1.922220756803587,0.33183537290900694,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1.0: 22, 0.0: 14, nan: 4}","{1: 0.5, 0: 0.5}","{1.0: 0.55, 0.0: 0.35, nan: 0.1}",36,90,True,0.6388888888888888,0.2726602520414434,0.5806451612903226,0.6428571428571429,0.5294117647058824,0.03459436195871283,0.051329055912007336,0.05622174544768524,0.20033869980011412,11.950586131062854,1.6311332575764372,0.4493746983161352,0.5277777777777778,0.34545454545454546,"{0: 19, 1: 17}","{0: 0.5277777777777778, 1: 0.4722222222222222}",{}
Concat,nutrimouse_genotype,40,10,0.01968552405014634,1,0.525,0.1411081302575396,0.3632119514472456,0.3874458874458875,0.35000000000000003,-0.0031346636894646926,0.0010562450488513335,0.027853607399935924,-0.10085770026671395,6.153112508591678,1.9755682940428378,0.3328377921272958,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0.0: 22, 1.0: 14, nan: 4}","{1: 0.5, 0: 0.5}","{0.0: 0.55, 1.0: 0.35, nan: 0.1}",36,90,True,0.5833333333333334,0.1585234023496764,0.5161290322580646,0.5714285714285714,0.47058823529411764,-0.002940661220186271,0.000564055559472608,0.01884818421231408,0.1905949485138104,11.308422988763084,1.6786708128161192,0.42910482994130167,0.5277777777777778,0.34545454545454546,"{0: 19, 1: 17}","{0: 0.5277777777777778, 1: 0.4722222222222222}",{}
Concat,nutrimouse_genotype,40,10,0.01766929600853473,2,0.475,0.048112522432468816,0.32196969696969696,0.34722222222222215,0.31666666666666665,-0.017147176203388764,-0.01819620253164557,0.01689072568198259,-0.10786143833832607,5.617846656016251,2.259212534274775,0.33951851745691974,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1.0: 24, 0.0: 12, nan: 4}","{1: 0.5, 0: 0.5}","{1.0: 0.6, 0.0: 0.3, nan: 0.1}",36,90,True,0.5277777777777778,0.03934447376823169,0.41379310344827586,0.5,0.35294117647058826,-0.02132933154385271,-0.023169517603403023,0.0012152074795707768,0.18489124142071234,10.324691151597433,1.6923795737817815,0.45429267832062226,0.5277777777777778,0.34545454545454546,"{0: 19, 1: 17}","{0: 0.5277777777777778, 1: 0.4722222222222222}",{}
Concat,nutrimouse_genotype,40,10,0.017425530997570604,3,0.225,0.0,0.184640522875817,0.2738095238095238,0.15,-0.003134663689464697,0.0010562450488513335,0.027853607399935924,-0.09981736851134268,6.214849655180735,1.965863763506178,0.32707915705253593,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0.0: 22, 1.0: 14, nan: 4}","{1: 0.5, 0: 0.5}","{0.0: 0.55, 1.0: 0.35, nan: 0.1}",36,90,True,0.5833333333333334,0.1585234023496764,0.5161290322580646,0.5714285714285714,0.47058823529411764,-0.002940661220186271,0.000564055559472608,0.01884818421231408,0.19444444640090527,11.421885852764593,1.6675935570845146,0.4471602785968646,0.5277777777777778,0.34545454545454546,"{0: 19, 1: 17}","{0: 0.5277777777777778, 1: 0.4722222222222222}",{}
Concat,nutrimouse_genotype,40,10,0.019445115991402417,4,0.4,0.07327979531190472,0.27592592592592596,0.42333333333333334,0.26666666666666666,-0.018019496197158563,-0.019893287662209342,0.016744874672602102,-0.10430221146080614,6.0075591584644625,2.2887532499345657,0.30437267887057523,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0.0: 25, 1.0: 11, nan: 4}","{1: 0.5, 0: 0.5}","{0.0: 0.625, 1.0: 0.275, nan: 0.1}",36,90,True,0.5,-0.02348715597766025,0.35714285714285715,0.45454545454545453,0.29411764705882354,-0.02254810524974027,-0.02526495554774223,0.0004485313902852259,0.19960237737292147,11.040919534475227,1.5907660207678684,0.41459995455101295,0.5277777777777778,0.34545454545454546,"{0: 19, 1: 17}","{0: 0.5277777777777778, 1: 0.4722222222222222}",{}
Concat,nutrimouse_genotype,40,10,0.017078821023460478,5,0.55,0.19004573525823193,0.3786704251820531,0.4080267558528428,0.3666666666666667,0.009320422350585287,0.019660882760440722,0.038862140822154716,-0.1120861677730997,5.526078061228321,2.1511996523144084,0.3341710291905257,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0.0: 23, 1.0: 13, nan: 4}","{1: 0.5, 0: 0.5}","{0.0: 0.575, 1.0: 0.325, nan: 0.1}",36,90,True,0.6111111111111112,0.215594634005188,0.5333333333333333,0.6153846153846154,0.47058823529411764,0.013358302379062903,0.02348192807464294,0.035740779031167395,0.180740497392608,10.156035355770971,1.7565247362861096,0.4127504332272484,0.5277777777777778,0.34545454545454546,"{0: 19, 1: 17}","{0: 0.5277777777777778, 1: 0.4722222222222222}",{}
Concat,nutrimouse_genotype,40,10,0.019958388002123684,6,0.475,0.04627448133827475,0.3331023331023331,0.35190918472652216,0.31666666666666665,-0.0338582345381763,-0.028282561289896254,0.0014711129925759254,-0.10515715012818205,5.894095089960926,1.8104852196464423,0.3543312009967011,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0.0: 19, 1.0: 17, nan: 4}","{1: 0.5, 0: 0.5}","{0.0: 0.475, 1.0: 0.425, nan: 0.1}",36,90,True,0.5277777777777778,0.055641488407465724,0.5142857142857143,0.5294117647058824,0.5,-0.01910776778409975,-0.026141417808840883,0.0022394305649572495,0.17288111635526382,10.832390976144405,1.749269009205448,0.4302467925899754,0.5,0.3333333333333333,"{1: 18, 0: 18}","{1: 0.5, 0: 0.5}",{}
Concat,nutrimouse_genotype,40,10,0.01751252997200936,7,0.575,0.2351802170958993,0.3986928104575163,0.4264069264069264,0.3833333333333333,0.025624541396362097,0.04224980195405334,0.052113923279596255,-0.09241627397316346,6.373831071897917,1.960507100560984,0.3564711738370101,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1.0: 22, 0.0: 14, nan: 4}","{1: 0.5, 0: 0.5}","{1.0: 0.55, 0.0: 0.35, nan: 0.1}",36,90,True,0.6388888888888888,0.2726602520414434,0.5806451612903226,0.6428571428571429,0.5294117647058824,0.03459436195871283,0.051329055912007336,0.05622174544768524,0.1996990983772196,11.714067915920497,1.642672963150933,0.47902931163661255,0.5277777777777778,0.34545454545454546,"{0: 19, 1: 17}","{0: 0.5277777777777778, 1: 0.4722222222222222}",{}
Concat,nutrimouse_genotype,40,10,0.017449116974603385,8,0.5,0.09407208683835973,0.3473389355742296,0.3722943722943723,0.3333333333333333,-0.028656365872373916,-0.01954053340374967,0.0063243420778866305,-0.09383457098505321,6.5563106522228765,1.9202096334481489,0.34011003111800886,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1.0: 22, 0.0: 14, nan: 4}","{1: 0.5, 0: 0.5}","{1.0: 0.55, 0.0: 0.35, nan: 0.1}",36,90,True,0.5555555555555556,0.11396057645963795,0.5,0.5714285714285714,0.4444444444444444,-0.012066281087588497,-0.015228426395939087,0.009742790946900871,0.20107516204350692,12.049435793274476,1.6251838190442691,0.4489404570727153,0.5,0.3333333333333333,"{1: 18, 0: 18}","{1: 0.5, 0: 0.5}",{}
Concat,nutrimouse_genotype,40,10,0.01744435098953545,9,0.325,0.0,0.21825396825396823,0.26515151515151514,0.21666666666666667,0.002030881787924081,0.0010562450488513335,0.03221109101598906,-0.10269427190791366,5.838033242408988,2.0293638351879095,0.3495468761265875,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0.0: 22, 1.0: 14, nan: 4}","{1: 0.5, 0: 0.5}","{0.0: 0.55, 1.0: 0.35, nan: 0.1}",36,90,True,0.5833333333333334,0.18388714672562462,0.5454545454545454,0.6428571428571429,0.47368421052631576,0.0038011408792397155,0.000564055559472608,0.025560985544518862,0.1852857318694474,10.729358391454356,1.7241622723345151,0.43670290624747826,0.5277777777777778,0.34545454545454546,"{1: 19, 0: 17}","{1: 0.5277777777777778, 0: 0.4722222222222222}",{}
Concat,nutrimouse_genotype,40,10,0.017189918959047645,0,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.1965377696648824,12.597735001660983,1.6669672876568304,0.4299856432121721,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 25, 1: 15}","{1: 0.5, 0: 0.5}","{0: 0.625, 1: 0.375}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,10,0.019151730986777693,1,0.55,0.10482848367219183,0.47058823529411764,0.5714285714285714,0.4,-0.011500411767335777,-0.013651877133105802,0.008508275694767852,0.19641144704053343,12.174623871606011,1.6760542002266605,0.39260124203137353,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 26, 0: 14}","{1: 0.5, 0: 0.5}","{1: 0.65, 0: 0.35}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,10,0.018181590014137328,2,0.5,0.0,0.37499999999999994,0.5,0.3,-0.020568807283259362,-0.0220125786163522,0.0,0.1949374522731683,11.391013485432053,1.6550860227625583,0.42864587796881953,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 28, 0: 12}","{1: 0.5, 0: 0.5}","{1: 0.7, 0: 0.3}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,10,0.017802561982534826,3,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.1912618359608396,12.06657354061938,1.7059113268937456,0.42140945571347355,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 25, 0: 15}","{1: 0.5, 0: 0.5}","{1: 0.625, 0: 0.375}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,10,0.01724813098553568,4,0.5,0.0,0.37499999999999994,0.5,0.3,-0.020568807283259362,-0.0220125786163522,0.0,0.19636410224758521,11.738330459035247,1.6217783157546988,0.4089610556631348,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 28, 1: 12}","{1: 0.5, 0: 0.5}","{0: 0.7, 1: 0.3}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,10,0.01724066596943885,5,0.625,0.25819888974716115,0.5714285714285715,0.6666666666666666,0.5,0.031280617750653536,0.03940886699507389,0.05112447853477727,0.17912745914302355,11.315102360108261,1.7582511770471827,0.4165569633245801,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 25, 0: 15}","{1: 0.5, 0: 0.5}","{1: 0.625, 0: 0.375}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,10,0.01733151898952201,6,0.55,0.10482848367219183,0.47058823529411764,0.5714285714285714,0.4,-0.011500411767335777,-0.013651877133105802,0.008508275694767852,0.1883862916631705,11.784928629849688,1.700436985431916,0.4609169812878026,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 26, 0: 14}","{1: 0.5, 0: 0.5}","{1: 0.65, 0: 0.35}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,10,0.01704411202808842,7,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.2027807374247832,12.903496735908652,1.6465933313081895,0.42204336121293756,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 25, 1: 15}","{1: 0.5, 0: 0.5}","{0: 0.625, 1: 0.375}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,10,0.01841855002567172,8,0.55,0.10482848367219183,0.47058823529411764,0.5714285714285714,0.4,-0.011500411767335777,-0.013651877133105802,0.008508275694767852,0.20093744568419908,12.43643055564969,1.6578339559331228,0.4483186424190274,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 26, 0: 14}","{1: 0.5, 0: 0.5}","{1: 0.65, 0: 0.35}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,10,0.017947793006896973,9,0.625,0.25819888974716115,0.5714285714285715,0.6666666666666666,0.5,0.031280617750653536,0.03940886699507389,0.05112447853477727,0.18579823528672657,11.886603796354896,1.7087578084214263,0.40753738926006366,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 25, 0: 15}","{1: 0.5, 0: 0.5}","{1: 0.625, 0: 0.375}",40,100,False,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,20,0.01667006401112303,0,0.25,0.045834924851410566,0.22698412698412698,0.35833333333333334,0.16666666666666666,0.02542357910746637,0.040729965617561495,0.04773372212309103,0.024373158519820345,6.389539852480375,2.1857052665166634,0.31051105882766805,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1.0: 22, 0.0: 10, nan: 8}","{1: 0.5, 0: 0.5}","{1.0: 0.55, 0.0: 0.25, nan: 0.2}",32,80,True,0.65625,0.3124282448813543,0.56,0.7,0.4666666666666667,0.051646012154422195,0.07150729335494327,0.07994696082231025,0.21583882583805572,10.361415976995204,1.5474159804959868,0.42582644249678747,0.53125,0.3469387755102041,"{0: 17, 1: 15}","{0: 0.53125, 1: 0.46875}",{}
Concat,nutrimouse_genotype,40,20,0.017495978972874582,1,0.325,0.11146949051692745,0.28787878787878785,0.44551282051282054,0.21666666666666665,0.08400515017798321,0.07776379413128436,0.09343694375069929,0.019575712772255706,6.419994752843175,1.8811673963743936,0.3152599857853675,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0.0: 19, 1.0: 13, nan: 8}","{1: 0.5, 0: 0.5}","{0.0: 0.475, 1.0: 0.325, nan: 0.2}",32,80,True,0.625,0.22267206477732793,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.01256923488157651,0.03224232964245646,0.03668820731840662,0.19094709384182662,10.410802301907852,1.652551756809135,0.42538722137870605,0.59375,0.37254901960784315,"{0: 19, 1: 13}","{0: 0.59375, 1: 0.40625}",{}
Concat,nutrimouse_genotype,40,20,0.016992466000374407,2,0.55,0.2675267772406259,0.40404040404040414,0.4588394062078273,0.3666666666666667,0.04443392750933935,0.06743061535404385,0.06148779535042733,0.0022523634033710604,4.767783229365584,2.1842135206816753,0.3316607150231848,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0.0: 19, 1.0: 13, nan: 8}","{1: 0.5, 0: 0.5}","{0.0: 0.475, 1.0: 0.325, nan: 0.2}",32,80,True,0.6875,0.37056498639919355,0.6428571428571429,0.6923076923076923,0.6,0.08051001240734028,0.11300417811448359,0.10384444712803817,0.1498605589315826,7.73154037194419,1.909321558085223,0.4237587259074002,0.53125,0.3469387755102041,"{0: 17, 1: 15}","{0: 0.53125, 1: 0.46875}",{}
Concat,nutrimouse_genotype,40,20,0.017289687995798886,3,0.275,0.02229389810338549,0.24025974025974028,0.3621794871794872,0.18333333333333335,-0.015984372681846246,-0.015234814863880241,0.012707062567309569,0.027775213642820207,6.768445878025021,1.8576176404485931,0.3370677758000977,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0.0: 19, 1.0: 13, nan: 8}","{1: 0.5, 0: 0.5}","{0.0: 0.475, 1.0: 0.325, nan: 0.2}",32,80,True,0.5625,0.11555252264060875,0.5,0.5384615384615384,0.4666666666666667,-0.014653393697500556,-0.01601339597795516,0.00989110733333238,0.19972406956937525,10.975858180581117,1.6063730390417672,0.45717928167031135,0.53125,0.3469387755102041,"{0: 17, 1: 15}","{0: 0.53125, 1: 0.46875}",{}
Concat,nutrimouse_genotype,40,20,0.016748360998462886,4,0.45,0.15860013905030532,0.337979094076655,0.44047619047619047,0.3,0.00718137998373988,0.0013233639912657977,0.03218675688165098,0.018895273713692828,6.369252699522089,2.0761105848973833,0.32212555316416663,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1.0: 21, 0.0: 11, nan: 8}","{1: 0.5, 0: 0.5}","{1.0: 0.525, 0.0: 0.275, nan: 0.2}",32,80,True,0.53125,0.02486823656509969,0.4,0.45454545454545453,0.35714285714285715,-0.025099452928372575,-0.027090235821477293,0.00047994078395157335,0.20013971666775673,10.3285178911169,1.6094815302075918,0.4469462241765341,0.5625,0.36,"{0: 18, 1: 14}","{0: 0.5625, 1: 0.4375}",{}
Concat,nutrimouse_genotype,40,20,0.017391949018929154,5,0.475,0.13594297632883312,0.34565958562811433,0.4025974025974026,0.31666666666666665,-0.013294305603957314,-0.008998875140607425,0.015497999237956072,0.009081309208355199,5.559656501834321,2.2081710661271563,0.3405836876982669,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0.0: 21, 1.0: 11, nan: 8}","{1: 0.5, 0: 0.5}","{0.0: 0.525, 1.0: 0.275, nan: 0.2}",32,80,True,0.59375,0.19738550848793068,0.5185185185185185,0.6363636363636364,0.4375,0.004795485439281188,0.006229720960415314,0.030562758717467893,0.17932494751714423,9.015659192163762,1.7310607593438392,0.4197797365227934,0.5,0.3333333333333333,"{1: 16, 0: 16}","{1: 0.5, 0: 0.5}",{}
Concat,nutrimouse_genotype,40,20,0.01707489398540929,6,0.325,0.06635609328057132,0.2714285714285714,0.38611111111111107,0.21666666666666667,-0.022131404278814954,-0.02611173702697329,0.00748697884503297,0.016239869198621727,5.792036183351247,1.8565910952257505,0.3735988786758766,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1.0: 17, 0.0: 15, nan: 8}","{1: 0.5, 0: 0.5}","{1.0: 0.425, 0.0: 0.375, nan: 0.2}",32,80,True,0.5,-0.00392156862745098,0.4666666666666667,0.4666666666666667,0.4666666666666667,-0.024310154580391038,-0.03308111626393296,1.1125012376782914e-05,0.16900867796046015,9.392491108137158,1.7657028902874268,0.48780804317756443,0.53125,0.3469387755102041,"{0: 17, 1: 15}","{0: 0.53125, 1: 0.46875}",{}
